transaction_id,timestamp,type,asset,quantity,price_usd,fee,note
USR-250,2024-02-04T11:18:31Z,REFERRAL_BONUS,ADA,800.96,,1.08613816,Referral reward
USR-448,2024-02-04T17:23:51Z,BUY,LINK,49.3333,12.66,0.07124387,Market order
USR-223,2024-02-06T01:37:04Z,BUY,XRP,1867.06,0.62,0.79572568,Dip buy
USR-400,2024-02-08T11:01:26Z,TRANSFER_IN,MATIC,1188.81,,0.30217888,Received from exchange
USR-461,2024-02-10T03:36:13Z,BUY,XRP,1896.42,0.6,1.09316917,Monthly DCA
USR-060,2024-02-10T04:10:58Z,BUY,XRP,1059.8,0.61,0.63816431,Market order
USR-318,2024-02-10T08:23:51Z,SELL,SOL,14.1846,125.32,0.01283067,Stop triggered
USR-305,2024-02-10T09:59:16Z,BUY,BTC,1.48612,42786.43,0.00111998,
USR-367,2024-02-11T15:19:08Z,TRANSFER_IN,ETH,11.5329,,0.00467937,Portfolio consolidation
USR-045,2024-02-11T21:57:12Z,SELL,ETH,7.3914,3679.31,0.00842261,Take profit
USR-238,2024-02-14T00:22:49Z,SELL,ADA,1038.44,0.59,1.2054495,
USR-194,2024-02-14T05:34:10Z,BUY,AVAX,31.9621,29.97,0.04291,Monthly DCA
USR-338,2024-02-14T07:46:06Z,SELL,MATIC,215.64,0.62,0.16746072,Full exit
USR-419,2024-02-14T11:26:03Z,SELL,ETH,11.6059,2449.13,0.00660261,Stop triggered
USR-072,2024-02-14T22:17:09Z,BUY,UNI,26.5719,13.97,0.03329894,
USR-255,2024-02-16T08:26:58Z,EARN,SOL,15.9431,,0.01403433,Lending interest
USR-361,2024-02-16T23:16:03Z,TRANSFER_IN,ADA,4754.92,,4.7231383,Portfolio consolidation
USR-476,2024-02-18T09:10:44Z,SELL,DOT,21.2622,9.09,0.01425863,Full exit
USR-174,2024-02-21T08:35:28Z,BUY,DOT,15.5376,7.48,0.00773532,Monthly DCA
USR-029,2024-02-21T20:05:50Z,SWAP,AVAX,40.015,41.22,0.04864517,DEX swap
USR-048,2024-02-22T15:53:54Z,TRANSFER_IN,ETH,6.7631,,0.0069108,Portfolio consolidation
USR-113,2024-02-22T16:43:08Z,BUY,DOT,1.2201,6.26,0.00110161,Monthly DCA
USR-270,2024-02-22T22:08:58Z,BUY,LINK,5.7473,19.79,0.00812082,Limit order filled
USR-004,2024-02-23T17:20:13Z,BUY,DOT,26.5389,8.48,0.03500982,Monthly DCA
USR-260,2024-02-23T18:42:41Z,TRANSFER_OUT,MATIC,960.68,,0.61718349,Moved to cold storage
USR-130,2024-02-23T23:53:30Z,AIRDROP,UNI,17.2834,,0.01879902,Community airdrop
USR-464,2024-02-24T08:42:15Z,SELL,ETH,1.9772,2231.28,0.00116159,Full exit
USR-439,2024-02-24T12:31:09Z,SELL,AVAX,17.0004,27.81,0.01310006,
USR-005,2024-02-25T23:56:45Z,AIRDROP,MATIC,2075.5,,1.86206601,Retroactive airdrop
USR-237,2024-02-27T00:07:36Z,AIRDROP,UNI,41.097,,0.05029921,Community airdrop
USR-434,2024-02-27T19:56:24Z,BUY,SOL,10.3373,171.93,0.01066576,Dip buy
USR-035,2024-02-28T02:33:35Z,TRANSFER_OUT,AVAX,17.3529,,0.01816526,Moved to cold storage
USR-380,2024-02-28T05:20:54Z,TRANSFER_IN,LINK,22.9727,,0.02410546,Portfolio consolidation
USR-511,2024-02-28T19:30:24Z,TRANSFER_IN,LINK,10.1123,,0.00755876,Received from exchange
USR-425,2024-02-28T19:44:37Z,REFERRAL_BONUS,ETH,4.1464,,0.00446117,Friend signup bonus
USR-187,2024-02-28T21:28:25Z,BUY,ETH,1.8843,2989.15,0.00021007,
USR-487,2024-02-29T16:36:31Z,BUY,ETH,0.411,2522.37,0.00038898,Dip buy
USR-173,2024-03-01T16:15:43Z,BUY,DOT,26.2467,11.98,0.00644356,Limit order filled
USR-294,2024-03-01T17:18:18Z,BUY,AVAX,45.8165,44.93,0.04599578,Market order
USR-247,2024-03-02T08:23:42Z,EARN,Bitcoin,0.76301,,0.00059965,Lending interest
USR-132,2024-03-03T19:11:12Z,SELL,MATIC,4014.23,0.91,4.24862179,
USR-412,2024-03-04T05:06:42Z,BUY,XRP,1233.36,0.75,0.15084268,Dip buy
USR-013,2024-03-05T09:49:32Z,SWAP,SOL,17.2024,197.18,0.01037221,Uniswap trade
USR-117,2024-03-06T12:16:46Z,BUY,UNI,41.0406,7.46,0.04200539,Dip buy
USR-094,2024-03-06T20:50:03Z,TRANSFER_IN,UNI,28.3864,,0.0349374,Incoming from hardware wallet
USR-236,2024-03-07T02:34:24Z,SELL,ADA,1637.65,0.7,0.21926424,Full exit
USR-404,2024-03-07T20:42:42Z,TRANSFER_OUT,BTC,0.27866,,0.00020948,Moved to cold storage
USR-165,2024-03-09T03:49:11Z,BUY,ETH,10.197,3290.04,0.00925475,Limit order filled
USR-432,2024-03-09T11:28:03Z,BUY,SOL,30.9696,100.9,0.02630692,Monthly DCA
USR-176,2024-03-10T03:06:03Z,SELL,LINK,46.7494,17.49,0.0135181,Stop triggered
USR-366,2024-03-10T16:12:05Z,BUY,AVAX,3.563,49.49,0.00135728,Market order
USR-207,2024-03-10T18:02:03Z,SELL,MATIC,596.8,0.86,0.11539234,Partial exit
USR-275,2024-03-10T20:09:32Z,BUY,MATIC,2849.18,0.93,0.88360374,Monthly DCA
USR-148,2024-03-12T08:40:28Z,SWAP,ETH,2.6855,2764.97,0.00109029,Jupiter swap
USR-336,2024-03-13T12:41:52Z,BUY,LINK,21.2638,20.2,0.01357908,Monthly DCA
USR-156,2024-03-14T01:23:13Z,BUY,ADA,1928.17,0.45,1.16894006,Dip buy
USR-423,2024-03-14T12:34:57Z,SWAP,XRP,2287.29,0.56,2.38479505,DEX swap
USR-479,2024-03-14T16:36:12Z,AIRDROP,AVAX,11.3711,,0.00762086,Retroactive airdrop
USR-213,2024-03-14T22:53:56Z,REFERRAL_BONUS,LINK,4.9463,,0.00551632,Friend signup bonus
USR-289,2024-03-16T13:04:02Z,SELL,AVAX,24.676,29.5,0.02352038,Full exit
USR-326,2024-03-17T08:44:42Z,BUY,SOL,22.7034,117.9,0.02183615,Market order
USR-441,2024-03-17T09:12:08Z,BUY,BTC,0.48868,56845.88,0.00058338,Dip buy
USR-482,2024-03-18T16:37:10Z,TRANSFER_OUT,ETH,13.3875,,0.00450104,Moved to cold storage
USR-449,2024-03-18T18:12:54Z,BUY,XRP,2101.84,0.62,2.3001398,Monthly DCA
USR-020,2024-03-18T22:47:57Z,TRANSFER_OUT,ETH,11.7736,,0.00938161,Sent to exchange
USR-242,2024-03-19T07:37:22Z,TRANSFER_IN,LINK,2.2698,,0.00076821,Incoming from hardware wallet
USR-054,2024-03-19T09:25:19Z,BUY,LINK,43.0493,19.12,0.06068733,Monthly DCA
USR-240,2024-03-20T12:33:58Z,BUY,ETH,7.0731,2797.38,0.00803517,Monthly DCA
USR-303,2024-03-21T01:28:56Z,SWAP,XRP,3888.89,0.49,5.1353515,Uniswap trade
USR-308,2024-03-21T14:26:26Z,BUY,XRP,616.58,0.74,0.54473367,
USR-041,2024-03-21T16:59:36Z,BUY,UNI,48.1622,11.1,0.0648338,Limit order filled
USR-447,2024-03-22T01:41:07Z,EARN,SOL,41.792,,0.0391637,Staking yield
USR-192,2024-03-22T07:52:05Z,TRANSFER_OUT,BTC,1.83857,,0.00042571,Sent to exchange
USR-014,2024-03-23T09:26:08Z,REFERRAL_BONUS,DOT,1.0543,,0.00043653,Referral reward
USR-300,2024-03-25T07:34:10Z,SWAP,BTC,0.21791,68065.56,0.00013515,Jupiter swap
USR-278,2024-03-25T14:24:38Z,SELL,AVAX,27.2207,25.14,0.03636098,Partial exit
USR-411,2024-03-26T00:58:03Z,SELL,ETH,3.6153,3205.28,0.00042441,Take profit
USR-408,2024-03-27T17:58:47Z,BUY,DOT,36.8353,7.48,0.02056199,Limit order filled
USR-315,2024-03-28T06:54:55Z,BUY,XRP,3438.17,0.66,2.58397451,Monthly DCA
USR-140,2024-03-29T06:13:37Z,BUY,LINK,45.7589,15.48,0.06628647,Dip buy
USR-118,2024-03-30T15:01:11Z,TRANSFER_OUT,MATIC,4615.64,,4.31630055,Sent to hardware wallet
USR-022,2024-04-01T10:44:51Z,BUY,LINK,24.8681,14.08,0.03497385,Dip buy
USR-330,2024-04-01T17:36:23Z,TRANSFER_OUT,MATIC,593.01,,0.29359507,Sent to hardware wallet
USR-513,2024-04-02T01:53:22Z,BUY,DOT,13.42,7.72,0.00435906,Limit order filled
USR-234,2024-04-04T11:32:25Z,TRANSFER_IN,LINK,30.8382,,0.03484516,Received from exchange
USR-073,2024-04-05T01:38:01Z,TRANSFER_IN,AVAX,12.0934,,0.01208336,Portfolio consolidation
USR-191,2024-04-06T08:43:06Z,SELL,BTC,1.9206,47966.8,0.00226576,Take profit
USR-063,2024-04-07T23:40:08Z,AIRDROP,MATIC,4830.87,,0.84696296,Community airdrop
USR-129,2024-04-08T22:22:44Z,TRANSFER_OUT,AVAX,9.0181,,0.00796056,Moved to cold storage
USR-356,2024-04-09T12:58:40Z,EARN,XRP,1708.09,,0.80950304,Staking yield
USR-364,2024-04-10T07:33:03Z,SELL,XRP,3858.33,0.66,3.99187021,Full exit
USR-141,2024-04-11T18:41:54Z,TRANSFER_IN,ADA,2301.06,,1.5314453,Received from exchange
USR-353,2024-04-12T08:50:37Z,EARN,ADA,1930.01,,2.09956317,Liquidity pool reward
USR-189,2024-04-13T20:59:36Z,TRANSFER_OUT,BTC,2.10902,,0.00302075,Sent to hardware wallet
USR-058,2024-04-14T01:25:04Z,SWAP,BTC,0.06416,44650.45,6.662e-05,Uniswap trade
USR-027,2024-04-14T13:49:29Z,TRANSFER_IN,MATIC,1819.76,,1.29712552,Portfolio consolidation
USR-459,2024-04-15T19:10:51Z,BUY,SOL,27.2312,193.42,0.03424462,Dip buy
USR-028,2024-04-15T22:40:04Z,SWAP,ETH,5.1474,2404.9,0.00339909,1inch aggregator
USR-307,2024-04-16T06:19:17Z,BUY,XRP,1419.42,0.55,1.01852167,
USR-515,2024-04-16T06:51:35Z,AIRDROP,DOT,32.3814,,0.00491567,Project airdrop
USR-387,2024-04-16T17:52:16Z,SWAP,ADA,3832.93,0.7,2.18364022,DEX swap
USR-248,2024-04-17T12:22:18Z,BUY,MATIC,1809.12,0.75,2.70353477,Limit order filled
USR-066,2024-04-18T18:30:52Z,SELL,ETH,2.6152,3124.92,0.00164255,Take profit
USR-407,2024-04-18T19:03:40Z,SWAP,AVAX,43.1237,30.41,0.03289841,1inch aggregator
USR-346,2024-04-19T11:50:53Z,BUY,ETH,1.1622,3610.77,0.00052633,Limit order filled
USR-424,2024-04-22T08:49:41Z,EARN,AVAX,4.4567,,0.00288329,Staking yield
USR-276,2024-04-22T12:37:46Z,TRANSFER_OUT,BTC,0.77449,,0.00091086,Moved to cold storage
USR-071,2024-04-24T09:18:40Z,SELL,MATIC,1144.93,0.71,0.64646975,Full exit
USR-065,2024-04-24T14:56:06Z,TRANSFER_IN,UNI,9.9038,,0.01104155,Received from exchange
USR-085,2024-04-24T22:23:54Z,SELL,BTC,1.33414,44364.21,0.00086371,Stop triggered
USR-021,2024-04-25T01:52:21Z,TRANSFER_OUT,LINK,48.6587,,0.02924829,Moved to cold storage
USR-437,2024-04-25T03:47:22Z,AIRDROP,LINK,48.7825,,0.02750323,Community airdrop
USR-281,2024-04-26T06:40:36Z,BUY,BTC,0.09277,67322.54,9.591e-05,Limit order filled
USR-180,2024-04-26T17:34:20Z,BUY,LINK,0.515,21.22,0.00073426,Market order
USR-018,2024-04-27T07:36:31Z,SELL,LINK,12.7116,19.02,0.0049282,
USR-466,2024-04-29T18:26:22Z,TRANSFER_OUT,ETH,12.8537,,0.00384715,Sent to hardware wallet
USR-323,2024-04-30T00:06:03Z,SWAP,ETH,6.949,3199.16,0.00869203,Uniswap trade
USR-444,2024-04-30T00:33:48Z,BUY,DOT,18.5445,8.24,0.00924463,Dip buy
USR-358,2024-05-02T00:53:11Z,TRANSFER_IN,ADA,2623.76,,2.75181372,Received from exchange
USR-006,2024-05-02T02:13:51Z,BUY,SOL,38.9692,143.39,0.0383241,Monthly DCA
USR-198,2024-05-03T09:13:35Z,SELL,SOL,35.0963,182.89,0.00969214,Partial exit
USR-456,2024-05-04T12:38:38Z,SELL,UNI,0.9755,8.08,0.00089192,Partial exit
USR-495,2024-05-04T20:06:57Z,BUY,UNI,48.5465,10.94,0.02883027,Dip buy
USR-306,2024-05-04T23:49:18Z,SELL,XRP,161.28,0.68,0.16037541,Partial exit
USR-386,2024-05-05T06:26:05Z,SWAP,DOT,16.2793,11.86,0.01475481,Uniswap trade
USR-206,2024-05-05T15:51:01Z,SELL,LINK,34.1929,19.66,0.01079757,Full exit
USR-217,2024-05-06T10:59:44Z,AIRDROP,AVAX,46.6826,,0.06365074,Community airdrop
USR-224,2024-05-06T11:20:57Z,TRANSFER_IN,UNI,45.9023,,0.05177652,Portfolio consolidation
USR-324,2024-05-07T12:39:57Z,REFERRAL_BONUS,ETH,10.2858,,0.00961689,Friend signup bonus
USR-252,2024-05-08T06:09:22Z,BUY,ADA,2885.85,0.61,1.55067072,Limit order filled
USR-037,2024-05-08T21:09:48Z,SWAP,AVAX,43.4838,26.87,0.03427859,Uniswap trade
USR-385,2024-05-11T09:15:56Z,TRANSFER_IN,UNI,11.1066,,0.0136193,Incoming from hardware wallet
USR-502,2024-05-12T05:44:12Z,TRANSFER_IN,MATIC,2508.82,,3.101002,Portfolio consolidation
USR-320,2024-05-12T16:41:10Z,SELL,UNI,12.2602,7.27,0.00950563,
USR-292,2024-05-12T22:43:14Z,BUY,ETH,7.6053,2783.06,0.00082581,Dip buy
USR-179,2024-05-13T22:14:23Z,BUY,DOT,13.0644,7.82,0.00130813,Monthly DCA
USR-164,2024-05-14T00:37:11Z,TRANSFER_OUT,XRP,1836.76,,1.62459594,Moved to cold storage
USR-123,2024-05-16T12:03:46Z,SELL,BTC,1.07296,70029.49,0.00083151,Take profit
USR-359,2024-05-16T21:22:13Z,SELL,BTC,0.03089,43126.36,7.58e-06,Take profit
USR-431,2024-05-17T12:19:31Z,BUY,AVAX,18.6579,32.2,0.0239515,Monthly DCA
USR-222,2024-05-18T11:57:06Z,SELL,LINK,28.5763,17.72,0.00662976,Take profit
USR-484,2024-05-18T16:04:02Z,SELL,UNI,29.7231,12.05,0.03630314,Take profit
USR-440,2024-05-19T04:08:57Z,TRANSFER_IN,ETH,6.0304,,0.00770219,Incoming from hardware wallet
USR-474,2024-05-22T16:40:58Z,AIRDROP,ETH,13.808,,0.01783739,Retroactive airdrop
USR-455,2024-05-25T07:29:48Z,SELL,DOT,43.4305,9.77,0.03328761,
USR-402,2024-05-25T10:07:59Z,SELL,DOT,7.3326,11.57,0.00540403,Take profit
USR-181,2024-05-25T11:36:48Z,BUY,DOT,39.9184,9.58,0.04851979,Limit order filled
USR-389,2024-05-26T10:47:43Z,TRANSFER_IN,SOL,5.0884,,0.00654528,Portfolio consolidation
USR-241,2024-05-26T15:13:42Z,SELL,XRP,2766.56,0.64,4.12002473,
USR-107,2024-05-26T15:43:17Z,REFERRAL_BONUS,XRP,4182.62,,1.96015348,Referral reward
USR-143,2024-05-26T19:38:34Z,SELL,XRP,4386.76,0.69,3.96936606,Take profit
USR-500,2024-05-27T01:46:10Z,SELL,DOT,13.4043,10.18,0.01237465,Full exit
USR-084,2024-05-28T12:01:55Z,SELL,XRP,3945.11,0.54,0.87229266,Take profit
USR-228,2024-05-28T22:02:12Z,TRANSFER_OUT,UNI,46.4398,,0.04585661,Sent to exchange
USR-008,2024-05-29T05:46:04Z,BUY,ETH,6.5113,2972.94,0.00456205,Market order
USR-490,2024-05-29T08:41:22Z,SWAP,LINK,0.9818,19.64,0.00145993,DEX swap
USR-074,2024-05-30T05:37:27Z,REFERRAL_BONUS,MATIC,1937.79,,2.35381262,Referral reward
USR-050,2024-05-30T19:52:54Z,SELL,SOL,34.6217,102.57,0.04297736,
USR-105,2024-05-31T02:17:23Z,BUY,ADA,261.9,0.5,0.35901685,Dip buy
USR-061,2024-05-31T09:41:11Z,TRANSFER_IN,LINK,43.2556,,0.04928447,Portfolio consolidation
USR-494,2024-06-01T08:58:15Z,TRANSFER_IN,AVAX,28.1565,,0.00897729,Received from exchange
USR-154,2024-06-02T06:42:27Z,TRANSFER_OUT,AVAX,46.9888,,0.00684099,Moved to cold storage
USR-264,2024-06-02T10:45:03Z,TRANSFER_OUT,UNI,36.7931,,0.02327251,Moved to cold storage
USR-442,2024-06-02T13:17:40Z,BUY,LINK,42.4876,18.77,0.06121075,Limit order filled
USR-195,2024-06-03T02:12:02Z,BUY,DOT,16.2932,7.0,0.00792729,
USR-101,2024-06-03T11:18:20Z,TRANSFER_OUT,XRP,712.71,,0.57128869,Sent to hardware wallet
USR-443,2024-06-03T18:30:32Z,BUY,MATIC,3035.7,0.86,0.54177125,Dip buy
USR-481,2024-06-04T23:05:20Z,BUY,AVAX,26.1809,41.91,0.00698781,Market order
USR-507,2024-06-05T14:43:00Z,TRANSFER_OUT,DOT,33.2065,,0.01788815,Moved to cold storage
USR-435,2024-06-06T11:47:39Z,SELL,LINK,48.7757,17.34,0.01317364,
USR-263,2024-06-06T14:37:54Z,TRANSFER_IN,MATIC,4340.54,,5.82770312,Incoming from hardware wallet
USR-138,2024-06-06T20:04:36Z,SELL,BTC,0.21802,48829.98,0.00014372,Take profit
USR-126,2024-06-08T03:42:44Z,SELL,LINK,0.459,18.55,0.00048786,Full exit
USR-256,2024-06-09T02:08:39Z,BUY,SOL,36.3813,179.51,0.04846661,Market order
USR-406,2024-06-09T06:17:10Z,EARN,UNI,48.5098,,0.06291748,Staking yield
USR-497,2024-06-09T08:27:43Z,TRANSFER_OUT,MATIC,1933.84,,1.35254213,Moved to cold storage
USR-184,2024-06-09T17:32:35Z,TRANSFER_OUT,XRP,1459.15,,1.66357348,Moved to cold storage
USR-261,2024-06-09T18:50:57Z,BUY,ADA,209.54,0.78,0.02535852,Dip buy
USR-290,2024-06-10T09:39:04Z,BUY,BTC,1.99203,63598.99,0.00077742,Limit order filled
USR-214,2024-06-10T14:48:03Z,BUY,ADA,2871.64,0.87,2.53219168,Limit order filled
USR-463,2024-06-11T10:56:56Z,SWAP,LINK,42.3189,19.13,0.0458386,DEX swap
USR-409,2024-06-11T14:54:57Z,EARN,UNI,47.318,,0.06526366,Staking yield
USR-051,2024-06-11T23:14:17Z,TRANSFER_IN,UNI,44.1465,,0.03557123,Incoming from hardware wallet
USR-122,2024-06-12T18:03:33Z,TRANSFER_IN,BTC,1.9374,,0.00195469,Portfolio consolidation
USR-235,2024-06-13T20:41:04Z,BUY,DOT,16.2382,11.54,0.00366062,Market order
USR-127,2024-06-13T20:52:47Z,SELL,SOL,21.361,156.1,0.00995047,Stop triggered
USR-025,2024-06-14T19:33:47Z,BUY,SOL,43.7196,190.79,0.02641978,Dip buy
USR-215,2024-06-15T05:37:38Z,TRANSFER_OUT,UNI,17.9624,,0.01333185,Sent to exchange
USR-081,2024-06-17T13:05:09Z,BUY,ETH,3.4224,2665.57,0.00220144,Market order
USR-012,2024-06-17T19:03:10Z,SWAP,XRP,4744.89,0.59,3.9306848,Jupiter swap
USR-177,2024-06-18T07:16:58Z,TRANSFER_IN,AVAX,31.5893,,0.03127946,Portfolio consolidation
USR-331,2024-06-18T09:15:54Z,SELL,UNI,19.774,8.55,0.01257439,Take profit
USR-267,2024-06-20T01:56:20Z,SELL,BTC,1.2908,60180.75,0.00021816,Full exit
USR-433,2024-06-20T14:22:47Z,SWAP,SOL,8.1466,95.2,0.01214888,Uniswap trade
USR-178,2024-06-20T23:26:11Z,SELL,LINK,15.5521,15.47,0.01330537,
USR-301,2024-06-21T17:16:27Z,SELL,SOL,5.7003,182.04,0.00677712,
USR-017,2024-06-21T22:18:33Z,BUY,BTC,1.63427,40631.74,0.00174156,Market order
USR-219,2024-06-23T04:00:01Z,SELL,DOT,38.3088,11.56,0.01745827,Take profit
USR-163,2024-06-24T01:57:02Z,SELL,SOL,3.0958,185.8,0.00237496,
USR-170,2024-06-24T05:59:40Z,SELL,AVAX,39.0706,48.47,0.04481608,Stop triggered
USR-158,2024-06-24T10:05:55Z,SELL,DOT,35.0656,8.23,0.045447,Full exit
USR-269,2024-06-24T19:07:52Z,EARN,LINK,45.1934,,0.03385033,Lending interest
USR-052,2024-06-25T05:49:40Z,AIRDROP,ADA,1404.3,,2.03487417,Retroactive airdrop
USR-383,2024-06-26T12:56:54Z,TRANSFER_IN,BTC,0.12585,,6.673e-05,Received from exchange
USR-090,2024-06-28T12:18:11Z,BUY,ETH,11.9969,3734.05,0.01549931,Limit order filled
USR-188,2024-06-29T10:51:08Z,BUY,ADA,1742.47,0.56,2.12450183,Dip buy
USR-413,2024-06-29T11:33:44Z,TRANSFER_OUT,UNI,37.3896,,0.00501689,Moved to cold storage
USR-024,2024-06-29T16:22:43Z,SELL,ETH,9.6686,3022.15,0.01419551,Full exit
USR-414,2024-06-29T16:33:01Z,TRANSFER_OUT,DOT,9.3288,,0.01231563,Sent to exchange
USR-339,2024-06-29T22:31:14Z,TRANSFER_IN,ETH,10.9721,,0.01620591,Incoming from hardware wallet
USR-314,2024-07-01T05:38:52Z,AIRDROP,AVAX,28.4327,,0.00654187,Community airdrop
USR-259,2024-07-01T10:11:32Z,BUY,BTC,1.72067,55251.27,0.00138214,Limit order filled
USR-310,2024-07-02T04:34:24Z,BUY,ETH,13.3847,3173.04,0.00228901,
USR-160,2024-07-03T01:33:30Z,BUY,DOT,42.8298,7.18,0.0522546,Monthly DCA
USR-426,2024-07-03T10:06:50Z,SWAP,LINK,47.61,12.23,0.03252483,Uniswap trade
USR-231,2024-07-04T04:17:12Z,BUY,DOT,14.5602,8.37,0.0041506,
USR-317,2024-07-05T06:21:38Z,SWAP,MATIC,2293.75,0.62,1.75579247,Jupiter swap
USR-030,2024-07-06T19:51:20Z,TRANSFER_OUT,BTC,2.11103,,0.00051762,Sent to exchange
USR-348,2024-07-07T16:46:05Z,BUY,AVAX,18.5514,29.38,0.02217892,Monthly DCA
USR-200,2024-07-07T20:20:37Z,TRANSFER_IN,MATIC,3635.78,,1.63964493,Received from exchange
USR-096,2024-07-08T11:54:08Z,SELL,MATIC,4395.53,0.83,2.64715626,Full exit
USR-492,2024-07-08T16:24:33Z,TRANSFER_OUT,AVAX,21.591,,0.01160394,Moved to cold storage
USR-381,2024-07-09T05:49:44Z,TRANSFER_OUT,ADA,4627.84,,0.70171352,Sent to hardware wallet
USR-152,2024-07-09T23:38:14Z,SWAP,MATIC,3122.3,0.85,4.61946115,Jupiter swap
USR-519,2024-07-12T04:15:34Z,SELL,ETH,12.4364,3909.41,0.01746292,Full exit
USR-384,2024-07-12T10:42:47Z,TRANSFER_IN,UNI,3.2915,,0.00409614,Received from exchange
USR-039,2024-07-12T12:51:20Z,SELL,UNI,22.4601,12.85,0.01630368,
USR-396,2024-07-12T14:10:27Z,BUY,ADA,1418.31,0.5,1.7236128,Market order
