"category","userRow","exchangeRow","reason"
"Unmatched (User only)","{""_id"":""6a13ecc160e704c0a78aae9d"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""MATIC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13ecc160e704c0a78aae9e"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""UNKNOWN"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13ecc160e704c0a78aae9f"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaea0"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaea1"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaea2"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaea3"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""TRANSFER_IN"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaea4"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaea5"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""USDT"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaea6"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaea7"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""SOL"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaea8"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""TRANSFER_IN"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaea9"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaeaa"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""SOL"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaeab"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaeac"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""MATIC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaead"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""USDT"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaeae"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaeaf"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""SOL"",""type"":""TRANSFER_IN"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaeb0"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaeb1"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaeb2"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaeb3"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaeb4"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""LINK"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaeb5"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""MATIC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaeb6"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaeb7"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ecc160e704c0a78aaeb8"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ecc160e704c0a78aae85"",""__v"":0}","No matching transaction found in user file"
