"category","reason","user_txId","user_timestamp","user_asset","user_quantity","user_type","exchange_txId","exchange_timestamp","exchange_asset","exchange_quantity","exchange_type"
"Unmatched (User only)","No matching transaction found in exchange file","USR-176","2024-03-10T03:06:03.000Z","LINK",46.7494,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-366","2024-03-10T16:12:05.000Z","AVAX",3.563,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-207","2024-03-10T18:02:03.000Z","MATIC",596.8,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-275","2024-03-10T20:09:32.000Z","MATIC",2849.18,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-148","2024-03-12T08:40:28.000Z","ETH",2.6855,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-336","2024-03-13T12:41:52.000Z","LINK",21.2638,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-156","2024-03-14T01:23:13.000Z","ADA",1928.17,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-423","2024-03-14T12:34:57.000Z","XRP",2287.29,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-479","2024-03-14T16:36:12.000Z","AVAX",11.3711,"AIRDROP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-213","2024-03-14T22:53:56.000Z","LINK",4.9463,"REFERRAL_BONUS","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-289","2024-03-16T13:04:02.000Z","AVAX",24.676,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-326","2024-03-17T08:44:42.000Z","SOL",22.7034,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-441","2024-03-17T09:12:08.000Z","BTC",0.48868,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-482","2024-03-18T16:37:10.000Z","ETH",13.3875,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-449","2024-03-18T18:12:54.000Z","XRP",2101.84,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-020","2024-03-18T22:47:57.000Z","ETH",11.7736,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-242","2024-03-19T07:37:22.000Z","LINK",2.2698,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-054","2024-03-19T09:25:19.000Z","LINK",43.0493,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-240","2024-03-20T12:33:58.000Z","ETH",7.0731,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-303","2024-03-21T01:28:56.000Z","XRP",3888.89,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-308","2024-03-21T14:26:26.000Z","XRP",616.58,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-041","2024-03-21T16:59:36.000Z","UNI",48.1622,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-447","2024-03-22T01:41:07.000Z","SOL",41.792,"EARN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-192","2024-03-22T07:52:05.000Z","BTC",1.83857,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-014","2024-03-23T09:26:08.000Z","DOT",1.0543,"REFERRAL_BONUS","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-300","2024-03-25T07:34:10.000Z","BTC",0.21791,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-278","2024-03-25T14:24:38.000Z","AVAX",27.2207,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-411","2024-03-26T00:58:03.000Z","ETH",3.6153,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-408","2024-03-27T17:58:47.000Z","DOT",36.8353,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-315","2024-03-28T06:54:55.000Z","XRP",3438.17,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-140","2024-03-29T06:13:37.000Z","LINK",45.7589,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-118","2024-03-30T15:01:11.000Z","MATIC",4615.64,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-022","2024-04-01T10:44:51.000Z","LINK",24.8681,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-330","2024-04-01T17:36:23.000Z","MATIC",593.01,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-513","2024-04-02T01:53:22.000Z","DOT",13.42,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-234","2024-04-04T11:32:25.000Z","LINK",30.8382,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-073","2024-04-05T01:38:01.000Z","AVAX",12.0934,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-191","2024-04-06T08:43:06.000Z","BTC",1.9206,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-063","2024-04-07T23:40:08.000Z","MATIC",4830.87,"AIRDROP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-129","2024-04-08T22:22:44.000Z","AVAX",9.0181,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-356","2024-04-09T12:58:40.000Z","XRP",1708.09,"EARN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-364","2024-04-10T07:33:03.000Z","XRP",3858.33,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-141","2024-04-11T18:41:54.000Z","ADA",2301.06,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-353","2024-04-12T08:50:37.000Z","ADA",1930.01,"EARN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-189","2024-04-13T20:59:36.000Z","BTC",2.10902,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-058","2024-04-14T01:25:04.000Z","BTC",0.06416,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-027","2024-04-14T13:49:29.000Z","MATIC",1819.76,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-459","2024-04-15T19:10:51.000Z","SOL",27.2312,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-028","2024-04-15T22:40:04.000Z","ETH",5.1474,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-307","2024-04-16T06:19:17.000Z","XRP",1419.42,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-515","2024-04-16T06:51:35.000Z","DOT",32.3814,"AIRDROP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-387","2024-04-16T17:52:16.000Z","ADA",3832.93,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-248","2024-04-17T12:22:18.000Z","MATIC",1809.12,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-066","2024-04-18T18:30:52.000Z","ETH",2.6152,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-407","2024-04-18T19:03:40.000Z","AVAX",43.1237,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-346","2024-04-19T11:50:53.000Z","ETH",1.1622,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-424","2024-04-22T08:49:41.000Z","AVAX",4.4567,"EARN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-276","2024-04-22T12:37:46.000Z","BTC",0.77449,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-071","2024-04-24T09:18:40.000Z","MATIC",1144.93,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-065","2024-04-24T14:56:06.000Z","UNI",9.9038,"TRANSFER_IN","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-085","2024-04-24T22:23:54.000Z","BTC",1.33414,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-021","2024-04-25T01:52:21.000Z","LINK",48.6587,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-437","2024-04-25T03:47:22.000Z","LINK",48.7825,"AIRDROP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-281","2024-04-26T06:40:36.000Z","BTC",0.09277,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-180","2024-04-26T17:34:20.000Z","LINK",0.515,"BUY","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-018","2024-04-27T07:36:31.000Z","LINK",12.7116,"SELL","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-466","2024-04-29T18:26:22.000Z","ETH",12.8537,"TRANSFER_OUT","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-323","2024-04-30T00:06:03.000Z","ETH",6.949,"SWAP","N/A","N/A","N/A","N/A","N/A"
"Unmatched (User only)","No matching transaction found in exchange file","USR-444","2024-04-30T00:33:48.000Z","DOT",18.5445,"BUY","N/A","N/A","N/A","N/A","N/A"
