"category","userRow","exchangeRow","reason"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db752"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""SOL"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db753"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db754"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""MATIC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db755"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""USDT"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db756"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db757"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db758"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""SOL"",""type"":""TRANSFER_OUT"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db759"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db75a"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db75b"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db75c"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db75d"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db75e"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""LINK"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db75f"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""MATIC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db760"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""UNKNOWN"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13edbdb7512d7d4f5db761"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db762"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db763"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db764"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db765"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""TRANSFER_IN"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db766"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db767"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""USDT"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db768"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db769"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""SOL"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db76a"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""TRANSFER_IN"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db76b"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db76c"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""SOL"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db76d"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db76e"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""MATIC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db76f"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""USDT"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db770"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db771"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""SOL"",""type"":""TRANSFER_IN"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db772"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db773"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db774"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db775"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db776"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""LINK"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db777"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""MATIC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db778"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db779"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13edbdb7512d7d4f5db77a"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13edbdb7512d7d4f5db747"",""__v"":0}","No matching transaction found in user file"
