"category","userRow","exchangeRow","reason"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaec4"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""SOL"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaec5"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaec6"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""MATIC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaec7"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""USDT"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaec8"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaec9"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaeca"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""SOL"",""type"":""TRANSFER_OUT"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaecb"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaecc"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaecd"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaece"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaecf"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaed0"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""LINK"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaed1"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""MATIC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaed2"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""UNKNOWN"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (User only)","{""_id"":""6a13eccf60e704c0a78aaed3"",""source"":""USER"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","N/A","No matching transaction found in exchange file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaed4"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaed5"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaed6"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaed7"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""TRANSFER_IN"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaed8"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaed9"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""USDT"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaeda"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaedb"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""SOL"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaedc"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""TRANSFER_IN"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaedd"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaede"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""SOL"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaedf"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaee0"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""MATIC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaee1"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""USDT"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaee2"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaee3"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""SOL"",""type"":""TRANSFER_IN"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaee4"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaee5"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaee6"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaee7"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaee8"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""LINK"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaee9"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""MATIC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaeea"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaeeb"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13eccf60e704c0a78aaeec"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13eccf60e704c0a78aaeb9"",""__v"":0}","No matching transaction found in user file"
