"category","userRow","exchangeRow","reason"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ed43b7512d7d4f5db73b"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""USDT"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ed43b7512d7d4f5db713"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ed43b7512d7d4f5db73c"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ed43b7512d7d4f5db713"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ed43b7512d7d4f5db73d"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""SOL"",""type"":""TRANSFER_IN"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ed43b7512d7d4f5db713"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ed43b7512d7d4f5db73e"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ed43b7512d7d4f5db713"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ed43b7512d7d4f5db73f"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ed43b7512d7d4f5db713"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ed43b7512d7d4f5db740"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ed43b7512d7d4f5db713"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ed43b7512d7d4f5db741"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ed43b7512d7d4f5db713"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ed43b7512d7d4f5db742"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""LINK"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ed43b7512d7d4f5db713"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ed43b7512d7d4f5db743"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""MATIC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ed43b7512d7d4f5db713"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ed43b7512d7d4f5db744"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ed43b7512d7d4f5db713"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ed43b7512d7d4f5db745"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""ETH"",""type"":""BUY"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ed43b7512d7d4f5db713"",""__v"":0}","No matching transaction found in user file"
"Unmatched (Exchange only)","N/A","{""_id"":""6a13ed43b7512d7d4f5db746"",""source"":""EXCHANGE"",""externalId"":""UNKNOWN"",""asset"":""BTC"",""type"":""SELL"",""status"":""INVALID"",""invalidReason"":""Missing required fields (txId, asset, or type)"",""runId"":""6a13ed43b7512d7d4f5db713"",""__v"":0}","No matching transaction found in user file"
